prolific_pid,wtp1_fr,wtp1_sp,wtp1_us,wtp2_fr,wtp2_sp,wtp2_us,wtp4_fr,wtp4_sp,wtp4_us,wtp5_mid_fr,wtp5_mid_sp,wtp5_mid_us,wtp5_nyh_fr,wtp5_nyh_sp,wtp5_nyh_us,wtp5_nyl_fr,wtp5_nyl_sp,wtp5_nyl_us,wtp5_frh_fr,wtp5_frh_sp,wtp5_frh_us,wtp5_frl_fr,wtp5_frl_sp,wtp5_frl_us,wtp5_sph_fr,wtp5_sph_sp,wtp5_sph_us,wtp5_spl_fr,wtp5_spl_sp,wtp5_spl_us,wtp5_hgh_fr,wtp5_hgh_sp,wtp5_hgh_us,wtp5_low_fr,wtp5_low_sp,wtp5_low_us,age,gender,eth_white,eth_black,eth_native,eth_asian,eth_pacific,eth_hispanic,eth_mideast,eth_other,eth_skip,eth_othertxt,edu,inc,ms,child,hhsize,hhsizetxt,state,foodshopper,wineshopper,veg,buywine,wheredrink,wheredrinktxt,cons_red,cons_wht,cons_rose,cons_sweet,cons_sparkling,cons_fruit,cons_skip,freqdrink,freqdrink_sparkling,freqdrink_nywine,freqtasting,avgspend,familiar_champagne,familiar_cava,familiar_ny,quality_champagne,quality_cava,quality_ny,freqonlinepurch,freqreadreview,freqwritereview,buywineonline,buywineonline_txt,writewinereview,learn_rec,learn_salesperson,learn_ad,learn_instore,learn_specwebsite,learn_mag,learn_social,learn_reviews,learn_other,learn_skip,learn_othertxt,wt_price,wt_region,wt_winery,wt_expert,wt_consrec,wt_social,op_knowledgeable,op_expert,op_rarenotheard,op_heardmostnew,test_peppery,test_frregion,test_icewine
5c366332bc64440001337688,25,30,20.99,25,30,20.99,25,30,20.99,NA,NA,NA,NA,NA,NA,25,30,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,3,1,1,4,NA,34,1,1,0,5,1,,1,NA,NA,1,NA,1,NA,3,1,0,0,3,3,4,1,5,5,3,3,4,0,1,,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,2,4,1,1,5,1,3,3,3,3,4,4,4
5bf51921bf41e0000144c4a1,60,70,50,60,70,50,70,70,60,NA,NA,NA,60,60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,1,3,0,3,NA,39,1,1,0,4,1,,NA,NA,1,NA,1,NA,NA,4,2,2,0,4,4,3,4,3,3,4,3,2,2,1,,0,1,1,NA,1,1,NA,NA,NA,NA,NA,,5,3,3,1,4,2,2,2,2,1,3,3,4
5c84014bd34170000141b8d6,19.99,21.99,17.99,21.99,24.99,19.99,19.99,21.99,24.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.99,19.99,21.99,NA,NA,NA,NA,NA,NA,33,1,NA,NA,NA,1,NA,NA,NA,NA,NA,,8,3,2,0,1,NA,22,1,1,0,4,1,,1,1,1,1,1,NA,NA,5,2,1,1,2,3,4,3,5,4,4,4,4,3,0,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,4,2,3,4,1,3,1,1,1,5,5,5
5c6c666a4d4f48000122caf8,15,12,12,15,12,12,12,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,4,3,1,0,2,NA,36,1,1,0,5,4,,1,1,NA,1,1,1,NA,3,1,1,2,3,5,3,5,4,4,4,2,4,1,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,wine tastings,3,1,1,2,1,1,4,3,4,4,2,3,3
58a50aebbb9e0f0001aca2a7,30.5,20.25,15,25.75,18.25,12.5,21.25,20.75,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,25.75,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,NA,NA,NA,1,NA,NA,NA,NA,NA,,8,2,4,0,1,NA,18,1,1,0,4,4,,1,1,NA,NA,1,NA,NA,2,1,1,1,3,1,3,1,4,3,2,3,3,2,0,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,3,2,3,4,1,2,2,1,2,5,4,5
5b25a3b87f78160001460d60,10,10,10,12,12,12,12,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,NA,NA,NA,26,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,2,1,1,4,NA,14,1,1,0,4,1,,1,1,1,1,1,1,NA,1,1,0,1,2,1,1,1,4,4,4,2,4,2,0,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,1,2,2,2,2,2,2,2,2,3,4
5aa6e29435237b0001130d68,45,50,35,40,45,30,50,47,48,48,45,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,NA,NA,1,NA,NA,NA,NA,NA,,6,2,4,0,3,NA,48,0,1,0,2,4,,1,1,1,1,NA,1,NA,5,1,1,3,4,1,1,1,4,4,4,1,4,1,0,,0,1,NA,NA,1,1,NA,1,1,NA,NA,,4,3,3,4,5,4,2,1,1,1,2,3,3
5d3522b6eac3d50017df02cb,30,20,20,30,20,20,30,20,15,30,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,NA,NA,NA,1,NA,NA,NA,NA,NA,,6,2,1,1,3,NA,39,0,1,0,4,1,,1,NA,NA,1,NA,1,NA,2,1,1,1,4,3,2,3,5,4,4,3,3,1,1,,0,1,NA,NA,1,NA,NA,1,NA,NA,NA,,3,4,4,5,3,3,2,2,2,3,2,3,3
589ce4d65e63bf00013b3175,12,9,13,12,9,13,12,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,4,0,2,NA,10,1,1,0,5,1,,1,1,1,NA,NA,NA,NA,3,1,1,0,1,3,1,1,4,3,3,2,3,2,0,,0,1,NA,NA,1,NA,1,NA,1,NA,NA,,2,2,2,2,3,2,2,2,2,2,5,4,1
57e3fe4a813eb300018266eb,10,10,10,10,10,10,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,NA,NA,NA,1,NA,NA,NA,NA,NA,,5,1,4,0,4,NA,5,0,1,0,2,1,,1,NA,1,1,1,1,NA,1,1,0,0,1,1,1,1,3,3,3,0,3,2,0,,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,5,1,3,3,3,3,1,1,1,1,5,5,1
5bc2c49f83f9420001011bf8,25,22,20,30,27,25,30,28,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,25,27,NA,NA,NA,NA,NA,NA,51,1,NA,NA,NA,1,NA,NA,NA,NA,NA,,5,5,1,1,3,NA,5,1,0,0,3,1,,NA,NA,NA,1,1,NA,NA,4,3,1,2,5,5,4,3,5,4,3,4,4,2,2,,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,,4,3,3,5,4,4,2,2,3,3,2,5,3
5d390a3b3f2e1b0019a6083f,15,15,15,15,15,15,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1,NA,NA,NA,NA,NA,1,NA,NA,NA,,3,1,2,0,1,NA,10,1,1,0,5,1,,1,NA,NA,NA,NA,NA,NA,4,1,1,1,2,2,4,3,4,4,4,2,2,2,0,,0,NA,1,NA,1,NA,1,1,NA,NA,NA,,4,4,3,4,4,4,3,3,3,2,5,5,3
5d0836afc205fc001548cee9,15,17,12,15,17,12,14,13,14,12,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,3,1,0,2,NA,22,1,1,0,4,4,,NA,1,1,NA,NA,NA,NA,1,1,0,0,2,3,3,4,3,3,2,3,3,0,0,,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,4,3,4,4,4,3,1,1,1,1,5,3,4
5c85babf3cfc0d0016f526f4,50,25,20,50,25,15,30,18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,18,15,42,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,6,2,4,0,1,NA,39,1,1,0,5,4,,1,1,1,NA,1,NA,NA,2,1,0,2,5,5,5,3,5,4,3,2,3,0,2,,1,1,NA,NA,NA,1,1,1,1,NA,NA,,4,4,4,2,2,1,5,5,3,3,2,3,4
564e93659b124900127eb55b,15.5,20,8.5,15.5,20,9.5,40.5,38.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.75,30,33,NA,NA,NA,NA,NA,NA,27,1,NA,NA,NA,1,NA,NA,NA,NA,NA,,5,4,1,1,3,NA,21,1,1,0,4,1,,1,1,1,NA,NA,1,NA,5,1,1,2,3,5,5,3,4,4,4,3,4,3,3,,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,,4,5,3,5,5,3,4,4,4,4,1,5,5
5d1406b25cc82a0001ef7533,21.99,9.99,15.99,23.99,13.99,16.99,23.99,14.99,17.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.99,14.99,17.99,NA,NA,NA,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,6,2,4,0,3,NA,33,1,1,1,5,2,,NA,1,1,1,1,1,NA,3,1,3,2,2,3,1,4,4,4,4,2,2,1,0,,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,4,2,2,2,2,2,2,2,1,1,5,5,4
5d0ea4017951f1001663d3f8,50,50,25,60,40,30,75,60,40,NA,NA,NA,60,60,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,6,2,1,0,2,NA,10,1,1,0,4,1,,1,1,NA,NA,NA,NA,NA,5,0,0,0,1,3,1,1,5,3,2,2,2,1,0,,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,2,2,2,2,1,3,4,2,2,5,4,4
5d29346269a747001acdb205,12,8,10,12,8,10,9,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,6,5,3,0,2,NA,49,1,0,1,4,1,,NA,1,NA,NA,NA,NA,NA,3,1,1,0,2,3,1,3,4,2,3,3,3,2,0,,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,,4,3,2,4,2,1,2,2,1,2,5,3,4
5bca53b93d893f0001befb42,33,44,33,60,50,40,50,50,50,NA,NA,NA,NA,NA,NA,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,2,NA,NA,NA,1,NA,NA,NA,NA,NA,,5,4,3,0,3,NA,45,1,1,0,4,1,,1,1,1,NA,NA,NA,NA,4,3,2,1,3,4,4,3,3,3,3,3,3,2,0,,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,3,3,3,3,3,3,3,3,3,3,4,2
5c4f5aa38f125900017229da,25,25,18,25,25,18,22,22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,16,16,NA,NA,NA,NA,NA,NA,46,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,6,5,1,1,3,NA,31,1,1,0,5,4,,1,1,1,NA,1,NA,NA,3,2,0,1,2,5,5,2,5,5,2,3,2,1,0,,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,,4,3,2,3,3,2,4,3,2,2,2,3,4
5c1ffe5295f978000173df84,40,30,20,40,30,20,40,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30,20,60,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,2,2,0,1,NA,34,1,1,0,3,1,,1,1,NA,NA,1,NA,NA,3,1,0,1,2,4,2,1,4,3,2,1,2,0,0,,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,4,3,2,3,2,1,2,1,2,1,5,3,5
5d41c7964904cc00015d6307,15,15,10,18,18,15,20,20,20,NA,NA,NA,18,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,NA,1,NA,NA,NA,NA,NA,NA,NA,,6,2,4,0,1,NA,11,1,1,0,5,1,,1,1,NA,1,1,NA,NA,5,2,0,1,2,1,1,1,4,4,4,4,2,0,1,,0,1,1,1,1,NA,NA,1,NA,NA,NA,,4,2,1,4,4,4,2,2,1,2,5,5,5
5d5acac599cf4c0016b8e25f,50,35,25,50,35,25,40,35,30,NA,NA,NA,38.5,28.5,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,3,1,1,5,NA,28,1,1,0,4,1,,1,1,1,NA,1,NA,NA,6,5,3,5,3,4,3,2,5,4,2,3,3,2,1,,1,1,1,NA,1,1,NA,1,1,NA,NA,,4,5,3,3,4,3,4,4,4,2,2,3,3
5d4280fe1985380018375de0,10,8,5,10,10,10,8,5,10,NA,NA,NA,NA,NA,NA,10,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,NA,NA,1,NA,NA,NA,NA,NA,,5,1,4,0,4,NA,5,0,1,0,4,1,,1,1,1,1,1,1,NA,3,3,0,1,2,4,1,1,4,3,3,2,4,1,0,,0,1,NA,1,1,NA,NA,1,1,NA,NA,,4,4,2,2,2,2,3,2,1,1,5,5,5
5bdc8f8390edd30001c852eb,15,11,10,15,11,10,13,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,10,41,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,3,3,1,3,NA,39,1,1,0,2,1,,NA,1,NA,NA,NA,NA,NA,4,1,0,0,1,2,1,1,5,3,3,2,3,0,0,,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,store employee's recommendation,5,3,1,1,1,1,1,1,1,1,5,3,5
5ae25791af72e0000127b8f7,20,15,14,22,17,15,18,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,20,18,NA,NA,NA,36,2,NA,1,NA,NA,NA,NA,NA,NA,NA,,2,1,2,1,4,NA,34,1,1,0,2,1,,1,1,NA,NA,NA,1,NA,3,1,0,0,2,3,2,2,4,3,3,2,3,0,0,,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,,4,3,2,2,3,2,2,2,1,2,5,3,4
5d43cb05ea314c000122367e,35,30,25,40,35,30,30,30,25,35,30,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,1,7,8,46,1,1,0,5,1,,1,NA,1,1,1,1,NA,3,2,1,1,4,3,3,1,4,4,4,4,4,2,0,,0,1,1,NA,NA,NA,NA,NA,1,NA,NA,,2,2,1,2,2,1,3,3,1,2,5,5,4
5d499dcb6980ff001725ae10,20,20,15,12,12,10,18,18,15,NA,NA,NA,22,22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,4,3,0,2,NA,1,1,1,0,5,1,,1,1,1,1,1,NA,NA,5,5,3,1,3,1,1,1,3,4,4,0,0,1,0,,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,3,2,2,2,2,3,2,2,1,2,2,4,5
5c8699a5879a350016deeb06,15,15,10,15,15,10,15,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,1,NA,NA,NA,NA,NA,NA,NA,,5,1,4,0,4,NA,37,0,1,0,5,1,,NA,1,1,1,1,1,NA,3,3,0,0,2,1,1,1,5,5,4,1,1,0,0,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,3,1,3,2,1,3,4,2,1,4,4,5
5d4611bb3c5a360001b1bb59,25,20,17,25,20,17,20,15,25,17,17,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,1,1,1,NA,NA,1,NA,NA,NA,,3,1,4,0,3,NA,4,1,1,0,5,1,,NA,NA,1,1,NA,1,NA,2,1,1,0,3,4,3,3,4,4,3,2,3,1,1,,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,,4,3,2,3,4,1,2,3,2,1,5,5,4
5786d6076475d400015a959e,30,20,5,35,20,7,30,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,25,10,NA,NA,NA,34,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,2,4,0,1,NA,1,1,1,0,5,1,,1,1,1,NA,NA,NA,NA,4,1,0,1,4,3,3,1,4,4,2,2,2,1,0,,0,1,NA,NA,NA,1,NA,NA,1,NA,NA,,1,3,1,3,4,2,2,2,1,1,5,5,5
5c1116ab2b16ba0001c8885e,35,25,15,35,25,15,20,25,18,NA,NA,NA,20,25,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,1,NA,1,NA,NA,NA,NA,NA,NA,,5,1,4,0,3,NA,24,1,0,0,3,1,,NA,1,NA,1,1,1,NA,2,2,0,0,2,3,5,2,4,5,3,2,4,2,2,,0,1,NA,NA,NA,1,NA,1,1,NA,NA,,5,3,1,5,3,2,1,1,3,3,2,3,4
5af709b825561e00013acd7e,15,20,7,10,12,5,7,15,7,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,4,3,3,1,3,NA,45,1,1,0,5,1,,1,1,NA,NA,NA,NA,NA,3,1,0,2,3,1,3,1,3,5,3,3,3,2,0,,0,1,1,NA,1,NA,NA,1,NA,NA,NA,,3,4,1,5,4,4,2,5,1,1,2,4,4
5c796fe94660c40001bc3694,20,15,10,20,15,10,20,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,4,0,2,NA,34,1,1,0,4,1,,1,1,1,1,1,1,NA,3,1,1,2,2,4,2,1,5,4,3,2,3,0,0,,0,1,1,NA,1,NA,NA,1,1,NA,NA,,4,2,2,2,3,3,3,2,2,2,5,3,5
5b1487d330d562000155f1c7,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,4,0,1,NA,51,1,1,0,3,1,,1,NA,NA,NA,NA,NA,NA,6,0,0,0,2,3,3,3,5,5,5,4,2,0,3,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,1,1,5,1,4,4,3,4,2,5,3
5cf6d8193a2aef0001b92166,20,20,15,20,20,20,14,14,14,NA,NA,NA,NA,NA,NA,14,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,NA,NA,NA,NA,NA,1,NA,NA,NA,,5,1,4,0,1,NA,4,1,1,0,3,4,,1,1,1,1,1,NA,NA,3,3,0,0,2,2,2,1,4,4,3,2,2,1,0,,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,3,3,4,4,3,2,2,4,3,5,5,3
5c50974bee5ae100010a4572,15,15,10,15,15,10,17,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,4,2,1,0,2,NA,34,1,0,0,4,1,,1,NA,NA,NA,NA,NA,NA,2,1,1,0,2,2,1,1,3,3,3,2,3,1,0,,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,4,3,2,4,3,1,2,2,1,1,2,5,4
5d548912e1c7130018e019dc,40,18,27,40,19,27,38,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,38,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,5,1,1,4,NA,14,1,1,0,3,2,,1,1,1,NA,1,NA,NA,3,1,1,2,5,3,3,4,5,3,4,3,2,1,3,,0,1,1,NA,NA,NA,NA,NA,NA,1,NA,Tastings ,3,4,2,3,3,2,4,4,2,2,2,3,4
5804236a07d709000141b8e0,50,30,20,50,30,30,40,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30,30,NA,NA,NA,47,2,NA,1,NA,NA,NA,NA,NA,NA,NA,,5,4,1,0,4,NA,3,1,1,0,3,1,,NA,NA,1,1,1,1,NA,3,3,1,0,3,5,3,3,5,5,NA,2,3,3,0,,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,3,1,3,4,2,4,4,1,1,4,5,4
5c36c5a851707e0001cd533d,40,30,20,40,24,15,40,30,30,40,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,4,0,1,NA,26,1,1,1,4,4,,NA,1,NA,1,1,NA,NA,3,3,1,1,3,3,3,2,5,4,2,3,4,0,0,,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,,5,4,1,4,4,1,2,2,1,1,5,3,4
5ba869c2e4d9160001f01fe8,15,12,10,16,13,11,10,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,21,3,1,NA,NA,1,NA,NA,NA,NA,NA,,5,1,4,0,1,NA,5,1,1,0,3,4,,NA,NA,1,1,1,NA,NA,5,3,1,0,1,3,2,2,4,3,2,3,2,0,0,,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,,5,1,1,3,3,1,2,2,2,2,5,5,5
5c6b06511519ac0001668c26,25,20,20,25,20,20,30,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,3,0,2,NA,26,1,1,1,4,1,,1,NA,NA,NA,NA,NA,NA,5,2,0,2,3,4,3,1,5,3,3,3,3,3,0,,0,1,NA,NA,1,NA,1,1,1,1,NA,From recommendations at restaurants ,3,4,4,4,4,1,4,5,2,3,2,3,3
5d4b0d283daf2200011170a8,20,18,15,15,15,15,30,35,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,25,30,NA,NA,NA,NA,NA,NA,37,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,1,1,4,NA,24,1,1,0,3,1,,1,NA,NA,NA,NA,NA,NA,4,1,1,2,2,2,2,2,5,5,2,3,4,2,1,,0,1,NA,1,1,NA,1,NA,NA,NA,NA,,3,3,3,4,4,3,2,3,1,1,5,5,5
5809f556b869700001d71179,19,15,15,19,15,15,19,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,6,4,1,1,5,NA,23,1,1,0,3,1,,1,NA,NA,NA,NA,NA,NA,2,1,0,0,2,3,4,1,4,3,3,3,2,2,0,,0,1,NA,NA,1,NA,1,NA,NA,NA,NA,,4,2,3,4,3,2,4,3,2,2,2,4,4
5c1c174bbcc75f00016f7eb1,16,15,10,16,15,12,18,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,18,31,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,1,0,2,NA,44,1,1,0,3,1,,NA,1,NA,1,NA,NA,NA,2,0,0,0,1,2,1,1,4,4,3,2,4,1,0,,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,3,2,3,3,2,1,1,1,1,5,3,5
5b5a822e1ad8270001c4f28d,60,50,55,65,65,70,80,75,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,80,65,NA,NA,NA,38,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,1,4,0,3,NA,5,1,1,0,5,1,,1,1,1,1,1,1,NA,5,5,0,0,5,3,4,3,4,5,4,3,2,2,1,,0,1,NA,NA,1,1,NA,1,1,NA,NA,,2,3,3,5,4,3,3,3,3,3,5,4,3
5c5c92070edbd90001e1e72d,49.99,38.99,29.99,38.99,35.99,35.99,56.99,35.99,32.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.99,42.99,41.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,1,1,3,NA,18,0,0,0,3,1,,NA,NA,NA,NA,NA,1,NA,3,1,0,0,3,2,2,1,5,4,2,3,3,1,0,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,2,2,4,3,2,1,1,1,5,4,4
